lpermno,gvkey,linkprim,liid,linktype,lpermco,linkdt,linkenddt,iid,datadate,tic,cusip,conm,curcddv,capgn,cheqv,div,divd,divdpaydateind,divsp,dvrated,paydateind,anncdate,capgnpaydate,cheqvpaydate,divdpaydate,divsppaydate,paydate,recorddate,curcdd,adrrc,ajexdi,cshoc,cshtrd,dvi,eps,epsmo,prccd,prchd,prcld,prcod,prcstd,trfd,exchg,secstat,tpci,cik,fic,add1,add2,add3,add4,addzip,busdesc,city,conml,costat,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-08-25 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326593000.0,1883943.0,0.0,-11.22,6.0,25.56,25.61,25.54,25.55,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-08-15 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326593000.0,11135320.0,0.0,-11.22,6.0,25.46,25.48,25.19,25.24,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-17 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,2446320.0,0.0,-11.22,6.0,19.88,19.91,19.73,19.73,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-11-04 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,328155000.0,1960496.0,0.0,0.22,9.0,19.79,19.85,19.76,19.76,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-08-05 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,325239000.0,3795030.0,0.0,-11.66,3.0,25.35,25.47,25.35,25.46,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-12-01 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,328155000.0,5015290.0,0.0,0.22,9.0,19.91,19.91,19.77,19.87,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-07-28 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,325239000.0,3446505.0,0.0,-11.66,3.0,25.55,25.56,25.47,25.51,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-12-07 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,328155000.0,2826047.0,0.0,0.22,9.0,19.85,19.95,19.79,19.95,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-27 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,2821074.0,0.0,-11.22,6.0,19.84,19.94,19.84,19.88,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-12-23 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,328155000.0,2650994.0,0.0,0.22,9.0,19.84,19.93,19.79,19.9,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-12-19 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,328155000.0,2812286.0,0.0,0.22,9.0,19.7,19.75,19.66,19.72,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-07-26 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,325239000.0,2886581.0,0.0,-11.66,3.0,25.51,25.65,25.38,25.53,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-06-29 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,325239000.0,1939950.0,0.0,-11.66,3.0,25.73,25.75,25.65,25.66,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2004-07-15 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,314856000.0,2508537.0,,,,16.95,16.98,16.65,,3.0,1.0,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-11-03 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,2721849.0,0.0,-11.22,6.0,19.82,19.92,19.77,19.92,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-11-01 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,1691634.0,0.0,-11.22,6.0,19.83,19.94,19.77,19.78,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-31 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,3379772.0,0.0,-11.22,6.0,19.9,19.91,19.74,19.81,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-28 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,3967167.0,0.0,-11.22,6.0,19.81,19.99,19.81,19.97,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-26 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,1313902.0,0.0,-11.22,6.0,19.86,19.95,19.84,19.95,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-25 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,1594633.0,0.0,-11.22,6.0,19.95,19.98,19.86,19.86,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-24 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,2920700.0,0.0,-11.22,6.0,19.95,19.97,19.82,19.89,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-20 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,906592.0,0.0,-11.22,6.0,19.83,19.9,19.8,19.9,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-19 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,1585567.0,0.0,-11.22,6.0,19.88,19.88,19.78,19.85,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-18 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,1191763.0,0.0,-11.22,6.0,19.83,19.89,19.71,19.81,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-14 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,5299070.0,0.0,-11.22,6.0,19.82,19.91,19.82,19.84,3.0,1.36318616,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-12 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,5101754.0,0.0,-11.22,6.0,25.45,25.55,25.35,25.55,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-10 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,6583503.0,0.0,-11.22,6.0,25.5,25.54,25.47,25.48,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-07 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,11934330.0,0.0,-11.22,6.0,25.53,25.59,25.49,25.54,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
90284,001164,P,10,LC,45424,1089763200000000000,20060106,10,2005-10-06 00:00:00,MCIP,552691107,MCI INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,326431000.0,15042790.0,0.0,-11.22,6.0,25.54,25.6,25.46,25.6,3.0,1.06346719,14,I,0,0000723527,USA,One Verizon Way,nan,nan,nan,07920,"Verizon Business Global LLC offers wireless phone services in the United States. The company provides local telephone, long-distance, Internet access, and digital television (TV) services to residential and wholesale customers.",Basking Ridge,MCI Inc,I,,01,20-0533283,,12,5010,501010,50,50101020,D,DE,USA,517110,908 559 5672,,,10,4813,463,974,,NJ,0,www.wcom.com/home.shtml,1136764800000000000,
